time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-06-11,12.6,9.9,16.9,5.6,,225.0,19.4,,1022.0,
2018-06-12,13.7,7.8,18.6,0.0,,338.0,14.1,,1012.7,
2018-06-13,14.2,9.3,20.6,0.2,,315.0,15.3,,1010.4,
2018-06-14,14.9,8.9,20.1,0.0,,315.0,15.5,,1014.3,
2018-06-15,14.6,10.4,20.9,0.0,,334.0,26.4,,1014.3,
2018-06-16,12.9,8.9,18.9,0.0,,317.0,18.5,,1014.4,
2018-06-17,12.0,6.9,15.8,0.0,,290.0,24.3,,1011.7,
2018-06-18,12.4,9.0,15.8,1.0,,230.0,33.7,,1016.0,
2018-06-19,12.8,9.4,15.2,13.0,,217.0,36.8,,1021.5,
2018-06-20,13.6,10.1,16.7,28.4,,198.0,24.8,,1026.7,
2018-06-21,12.3,11.0,16.1,0.2,,312.0,9.5,,1027.4,
2018-06-22,13.0,7.8,19.6,0.0,,334.0,11.4,,1026.9,
2018-06-23,12.4,6.7,20.0,0.0,,299.0,13.1,,1024.3,
2018-06-24,11.5,6.1,15.8,0.0,,244.0,19.1,,1026.6,
2018-06-25,11.3,6.2,16.2,0.0,,261.0,13.4,,1030.0,
2018-06-26,12.8,6.3,16.4,0.0,,301.0,12.7,,1032.8,
2018-06-27,13.8,9.2,16.6,0.4,,330.0,10.0,,1030.7,
2018-06-28,11.1,12.0,20.4,21.0,,308.0,11.8,,1023.9,
2018-06-29,11.8,5.9,16.4,6.2,,315.0,15.3,,1020.8,
2018-06-30,13.1,6.6,20.1,0.0,,305.0,18.0,,1022.3,
2018-07-01,13.4,7.3,16.4,0.0,,252.0,14.5,,1029.9,
2018-07-02,12.6,10.6,18.7,0.0,,240.0,14.7,,1030.8,
2018-07-03,13.0,8.6,18.4,15.2,,311.0,10.2,,1028.6,
2018-07-04,14.8,8.6,20.2,0.0,,338.0,14.3,,1026.2,
2018-07-05,19.5,9.4,25.6,0.0,,348.0,14.5,,1019.1,
2018-07-06,16.4,13.5,26.1,0.0,,325.0,28.2,,1010.5,
2018-07-07,12.9,8.3,18.7,0.0,,307.0,25.7,,1010.6,
2018-07-08,13.2,8.8,17.4,0.0,,277.0,30.5,,1014.7,
2018-07-09,11.5,9.7,15.9,0.0,,230.0,19.1,,1023.3,
2018-07-10,12.0,6.9,16.4,0.0,,312.0,13.6,,1026.6,
2018-07-11,12.4,5.9,18.0,0.0,,346.0,12.4,,1023.8,
2018-07-12,12.0,7.1,20.0,0.0,,308.0,12.9,,1019.0,
2018-07-13,11.8,5.4,18.0,0.6,,270.0,20.9,,1016.9,
2018-07-14,10.4,7.4,16.0,0.0,,249.0,18.5,,1018.5,
2018-07-15,10.6,4.2,18.5,0.0,,309.0,13.7,,1015.6,
2018-07-16,12.9,3.9,18.7,0.0,,309.0,16.4,,1013.1,
2018-07-17,17.2,8.2,23.2,0.0,,332.0,20.2,,1013.2,
2018-07-18,13.1,10.7,21.2,0.0,,269.0,10.7,,1016.2,
2018-07-19,15.4,5.9,21.4,0.0,,336.0,12.2,,1014.8,
2018-07-20,13.0,10.7,21.0,0.0,,310.0,29.7,,1008.9,
2018-07-21,11.1,8.7,17.2,0.0,,255.0,18.9,,1020.6,
2018-07-22,11.1,4.5,17.3,0.0,,348.0,13.6,,1023.0,
